MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Alley,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PoolQC,Fence,MiscFeature,YrSoldFac,SalePrice
60,RL,73,13869,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,182,0,612,794,GasA,Gd,Y,SBrkr,794,676,0,1470,0,1,2,0,3,1,TA,6,Typ,0,1997,2,388,Y,0,75,0,0,0,0,0,7,2007,WD,Normal,None,Gd,TA,Av,GLQ,Unf,None,Attchd,Fin,TA,TA,None,None,None,2007,177000
50,RM,52,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,0,0,816,816,GasA,TA,Y,SBrkr,816,0,360,1176,0,0,1,0,3,1,TA,6,Typ,1,1985,2,528,Y,112,0,0,0,0,0,400,9,2006,WD,Normal,None,TA,TA,No,Unf,Unf,Gd,Detchd,Unf,TA,TA,None,MnPrv,Shed,2006,114500
90,RM,110,8472,Grvl,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,TA,CBlock,104,712,0,816,GasA,TA,N,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,5,Typ,0,1963,2,516,Y,106,0,0,0,0,0,0,5,2010,WD,Normal,None,Gd,TA,Gd,LwQ,GLQ,None,CarPort,Unf,TA,TA,None,None,None,2010,110000
20,RL,68,50271,Pave,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0,Gd,TA,CBlock,1810,0,32,1842,GasA,Gd,Y,SBrkr,1842,0,0,1842,2,0,0,1,0,1,Gd,5,Typ,1,1981,3,894,Y,857,72,0,0,0,0,0,11,2006,WD,Normal,None,Ex,TA,Gd,GLQ,Unf,Gd,Attchd,Fin,TA,TA,None,None,None,2006,385000
80,RL,60,7134,Pave,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,384,0,0,384,GasA,TA,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,TA,6,Min1,1,1962,2,572,Y,0,50,0,0,0,0,0,2,2007,WD,Normal,None,TA,TA,No,ALQ,Unf,TA,Detchd,Unf,TA,TA,None,MnPrv,None,2007,130000
20,RL,100,10175,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272,TA,TA,CBlock,490,0,935,1425,GasA,Gd,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,TA,7,Typ,1,1964,2,576,Y,0,0,0,407,0,0,0,7,2008,WD,Normal,None,TA,TA,No,BLQ,Unf,Gd,Attchd,RFn,TA,TA,None,None,None,2008,180500
160,FV,24,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456,Gd,TA,PConc,649,0,321,970,GasA,Ex,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,Gd,7,Typ,0,1999,2,480,Y,115,0,0,0,0,0,0,8,2009,WD,Abnorml,Pave,Gd,TA,No,GLQ,Unf,None,Attchd,Fin,TA,TA,None,None,None,2009,172500
60,RL,89,11645,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,0,0,860,860,GasA,Ex,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,Gd,7,Typ,0,2004,2,565,Y,0,70,0,0,0,0,0,8,2006,WD,Normal,None,Gd,TA,No,Unf,Unf,None,Attchd,RFn,TA,TA,None,None,None,2006,196500
60,RL,66,13682,Pave,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031,Ex,TA,PConc,0,0,1410,1410,GasA,Ex,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,Gd,10,Typ,1,2006,3,641,Y,192,0,37,0,0,0,0,10,2006,New,Partial,None,Ex,TA,Gd,Unf,Unf,Gd,BuiltIn,Fin,TA,TA,None,None,None,2006,438780
20,RL,60,7200,Pave,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,632,0,148,780,GasA,Ex,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,TA,4,Typ,0,1973,1,352,Y,196,0,0,0,0,0,0,1,2008,WD,Normal,None,TA,TA,Av,ALQ,Unf,None,Detchd,Unf,TA,TA,None,MnPrv,None,2008,124900
20,RL,63,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,941,0,217,1158,GasA,Ex,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,Gd,5,Typ,0,2006,2,576,Y,0,50,0,0,0,0,0,5,2006,New,Partial,None,Gd,TA,No,ALQ,Unf,None,Detchd,Unf,TA,TA,None,None,None,2006,158000
75,RM,60,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,0,0,530,530,GasA,TA,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,Fa,6,Typ,0,1935,1,288,N,0,0,144,0,0,0,0,3,2007,WD,Normal,None,TA,Fa,No,Unf,Unf,None,Detchd,Unf,TA,TA,None,None,None,2007,101000
120,RL,44,6442,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178,Gd,TA,PConc,24,0,1346,1370,GasA,Ex,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,Gd,6,Typ,1,2006,2,484,Y,120,49,0,0,0,0,0,10,2007,WD,Normal,None,Gd,Gd,Mn,GLQ,Unf,Gd,Attchd,RFn,TA,TA,None,None,None,2007,202500
70,RM,50,10300,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,0,0,576,576,GasA,Gd,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,TA,9,Typ,0,1990,2,480,Y,12,11,64,0,0,0,0,4,2010,WD,Normal,None,TA,TA,No,Unf,Unf,None,Detchd,Unf,TA,TA,None,GdPrv,None,2010,140000
60,RL,70,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573,TA,TA,PConc,739,0,318,1057,GasA,Ex,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,Gd,8,Typ,0,1998,2,645,Y,576,36,0,0,0,0,0,2,2009,WD,Normal,None,Gd,TA,No,GLQ,Unf,None,Attchd,RFn,TA,TA,None,GdPrv,None,2009,219500
60,RL,76,9591,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344,Gd,TA,PConc,0,0,1143,1143,GasA,Ex,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,Gd,9,Typ,1,2004,3,852,Y,192,151,0,0,0,0,0,10,2007,WD,Normal,None,Ex,TA,Av,Unf,Unf,Gd,BuiltIn,RFn,TA,TA,None,None,None,2007,317000
20,RL,103,19900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287,TA,TA,CBlock,912,0,1035,1947,GasA,TA,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,TA,7,Min1,1,1970,2,576,Y,301,0,0,0,0,0,0,7,2010,WD,Normal,None,Gd,TA,Gd,GLQ,Unf,Gd,Attchd,RFn,TA,TA,None,None,None,2010,180000
20,RL,72,10665,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167,Gd,TA,PConc,1013,0,440,1453,GasA,Ex,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,Gd,7,Typ,0,2003,2,558,Y,144,29,0,0,0,0,0,6,2007,WD,Normal,None,Gd,TA,Av,GLQ,Unf,None,Attchd,RFn,TA,TA,None,None,None,2007,226000
30,RM,47,4608,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,0,0,747,747,GasA,TA,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,TA,4,Typ,0,1945,1,220,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,None,TA,TA,No,Unf,Unf,None,Attchd,Unf,TA,TA,None,None,None,2010,80000
50,RL,81,15593,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0,Gd,TA,CBlock,603,0,701,1304,GasW,TA,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,TA,7,Typ,1,1953,2,667,Y,0,21,114,0,0,0,0,7,2006,WD,Normal,None,TA,TA,No,BLQ,Unf,TA,Attchd,Fin,TA,TA,None,None,None,2006,225000
20,RL,95,13651,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115,TA,Gd,CBlock,1880,0,343,2223,GasA,Ex,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,TA,8,Typ,2,1973,2,516,Y,300,0,0,0,0,0,0,2,2007,WD,Normal,None,Gd,TA,Gd,ALQ,Unf,Gd,Attchd,Fin,TA,TA,None,None,None,2007,244000
20,RL,69,7599,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,565,0,280,845,GasA,TA,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,TA,4,Typ,0,1987,2,360,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,None,TA,TA,No,ALQ,Unf,None,Detchd,Unf,TA,TA,None,None,None,2007,129500
60,RL,74,10141,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40,TA,TA,PConc,0,0,832,832,GasA,Gd,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,TA,7,Typ,1,1998,2,427,Y,0,94,0,0,291,0,0,12,2009,WD,Normal,None,Gd,TA,No,Unf,Unf,TA,Attchd,Fin,TA,TA,None,None,None,2009,185000
20,RL,85,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104,TA,TA,CBlock,320,362,404,1086,GasA,Gd,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,0,1989,2,490,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,None,TA,TA,No,ALQ,BLQ,None,Attchd,Unf,TA,TA,None,GdWo,None,2010,144900
50,RM,60,5790,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,CBlock,0,0,840,840,GasA,Gd,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,TA,8,Typ,0,1915,1,379,Y,0,0,202,0,0,0,0,5,2010,WD,Normal,None,Fa,TA,No,Unf,Unf,None,Detchd,Unf,TA,TA,None,None,None,2010,107400
180,RM,21,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,CBlock,462,0,0,462,GasA,TA,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,TA,5,Typ,0,1973,1,297,Y,120,101,0,0,0,0,0,11,2009,WD,Normal,None,Gd,TA,Gd,GLQ,Unf,None,BuiltIn,Unf,TA,TA,None,GdWo,None,2009,91000
20,RL,52,8475,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,228,0,724,952,GasA,Ex,Y,FuseA,952,0,0,952,0,0,1,0,2,1,TA,4,Typ,0,1956,1,283,Y,0,0,0,0,0,0,0,4,2008,WD,Normal,None,TA,TA,No,ALQ,Unf,None,Detchd,Unf,TA,TA,None,None,None,2008,135750
50,RM,50,8635,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,336,41,295,672,GasA,TA,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,TA,6,Min1,0,1948,1,240,Y,0,0,0,0,0,0,0,1,2008,WD,Normal,None,TA,TA,No,BLQ,GLQ,None,Detchd,Unf,TA,TA,None,MnPrv,None,2008,127000
90,RL,72,10778,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,0,0,1768,1768,GasA,TA,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,TA,8,Typ,0,0,0,0,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,None,TA,TA,No,Unf,Unf,None,None,None,None,None,None,None,None,2010,136500
50,RM,60,10440,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,0,0,440,440,GasA,Gd,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,TA,5,Typ,0,1966,2,440,Y,74,0,128,0,0,0,0,5,2009,WD,Normal,Grvl,TA,TA,No,Unf,Unf,None,Detchd,Unf,TA,TA,None,MnPrv,None,2009,110000
60,RL,100,13000,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576,TA,Gd,CBlock,448,0,448,896,GasA,TA,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,Gd,8,Typ,1,1968,1,509,Y,0,72,0,0,252,0,0,6,2009,WD,Normal,None,Gd,TA,No,Rec,Unf,Gd,Attchd,Fin,TA,TA,None,None,None,2009,193500
120,RM,32,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443,TA,Gd,PConc,1201,0,36,1237,GasA,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,TA,5,Typ,0,1998,2,405,Y,0,199,0,0,0,0,0,3,2006,WD,Normal,None,Ex,Gd,No,GLQ,Unf,None,Attchd,Fin,TA,TA,None,None,None,2006,153500
20,RL,78,10206,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468,TA,TA,PConc,33,0,1530,1563,GasA,Ex,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,Gd,6,Typ,1,2007,3,758,Y,144,99,0,0,0,0,0,10,2008,WD,Normal,None,Gd,TA,No,GLQ,Unf,Gd,Attchd,RFn,TA,TA,None,None,None,2008,245000
20,RL,80,8892,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66,TA,TA,CBlock,0,0,1065,1065,GasA,Gd,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,TA,6,Typ,0,1974,2,461,Y,74,0,0,0,0,0,0,7,2007,COD,Normal,None,TA,TA,No,Unf,Unf,None,Detchd,Unf,TA,TA,None,None,None,2007,126500
80,RL,62,8530,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22,TA,TA,PConc,0,0,384,384,GasA,Gd,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,TA,7,Typ,1,1995,2,400,Y,120,72,0,0,0,0,700,5,2009,WD,Normal,None,Gd,TA,No,Unf,Unf,TA,BuiltIn,Fin,TA,TA,None,None,Shed,2009,168500
60,RL,121,16059,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284,Gd,TA,CBlock,0,0,1288,1288,GasA,Ex,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,Typ,1,1991,2,462,Y,127,82,0,0,0,0,0,4,2006,WD,Normal,None,Gd,TA,No,Unf,Unf,TA,Attchd,Unf,TA,TA,None,None,None,2006,260000
60,RL,122,11911,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,0,0,684,684,GasA,Ex,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,Gd,6,Typ,1,2005,2,400,Y,100,38,0,0,0,0,0,3,2009,WD,Normal,None,Gd,TA,Av,Unf,Unf,Gd,BuiltIn,Fin,TA,TA,None,None,None,2009,174000
160,FV,40,3951,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76,Gd,TA,PConc,0,0,612,612,GasA,Ex,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,2009,2,528,Y,0,234,0,0,0,0,0,6,2009,New,Partial,Pave,Gd,TA,Av,Unf,Unf,None,Detchd,RFn,TA,TA,None,None,None,2009,164500
50,C (all),105,8470,Pave,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0,Fa,Fa,CBlock,0,0,1013,1013,GasA,TA,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,Fa,6,Typ,0,0,0,0,N,0,0,156,0,0,0,0,10,2009,ConLD,Abnorml,None,TA,Fa,No,Unf,Unf,None,None,None,None,None,None,MnPrv,None,2009,85000
20,RL,60,8070,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,588,0,402,990,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,0,0,0,Y,0,0,0,0,0,0,0,8,2007,WD,Normal,None,Gd,TA,No,GLQ,Unf,None,None,None,None,None,None,None,None,2007,123600
20,RL,60,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,Slab,0,0,0,0,GasA,TA,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,TA,4,Typ,0,1950,2,420,Y,0,29,0,0,0,0,0,7,2006,WD,Normal,None,None,None,None,None,None,None,Detchd,Unf,TA,TA,None,None,None,2006,109900
20,RL,85,8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203,TA,TA,CBlock,600,0,635,1235,GasA,TA,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,TA,6,Typ,0,1961,2,480,Y,0,0,0,0,0,0,0,12,2006,WD,Abnorml,None,TA,TA,No,Rec,Unf,None,Attchd,Unf,TA,TA,None,GdWo,None,2006,98600
30,RL,80,13360,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,713,0,163,876,GasA,Ex,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,TA,5,Typ,0,1921,2,432,Y,0,0,44,0,0,0,0,8,2009,WD,Normal,Grvl,Gd,TA,No,ALQ,Unf,None,Detchd,Unf,TA,TA,None,None,None,2009,163500
190,C (all),60,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,1046,0,168,1214,GasW,Ex,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,TA,9,Typ,1,1900,2,506,Y,0,0,0,0,99,0,0,11,2007,WD,Normal,None,TA,Fa,Mn,Rec,Unf,Gd,Detchd,Unf,TA,TA,None,None,None,2007,133900
60,RL,69,9337,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,648,0,176,824,GasA,Ex,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,Gd,7,Typ,0,1997,2,684,Y,0,162,0,0,0,0,0,5,2007,WD,Normal,None,Gd,TA,No,GLQ,Unf,None,Attchd,RFn,TA,TA,None,None,None,2007,204750
60,RL,70,9765,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68,Ex,Gd,PConc,310,0,370,680,GasA,Gd,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,TA,6,Typ,1,1993,2,420,Y,232,63,0,0,0,0,480,4,2009,WD,Normal,None,Gd,Gd,No,ALQ,Unf,TA,BuiltIn,Fin,TA,TA,None,None,Shed,2009,185000
20,RL,78,10264,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183,Gd,TA,PConc,1162,0,426,1588,GasA,Ex,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,6,Typ,0,1999,2,472,Y,158,29,0,0,0,0,0,8,2006,WD,Normal,None,Gd,TA,Av,ALQ,Unf,None,Attchd,RFn,TA,TA,None,None,None,2006,214000
20,RL,73,10921,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48,TA,TA,CBlock,520,0,440,960,GasA,TA,Y,FuseF,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,1965,1,432,P,120,0,0,0,0,0,0,5,2007,WD,Normal,None,TA,TA,No,Rec,Unf,None,Attchd,Fin,TA,TA,None,None,None,2007,94750
30,RL,85,10625,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,108,0,350,458,GasA,Fa,N,SBrkr,835,0,0,835,0,0,1,0,2,1,TA,5,Typ,0,1920,1,366,Y,0,0,77,0,0,0,400,5,2010,COD,Abnorml,None,TA,TA,No,ALQ,Unf,None,Basment,Unf,Fa,TA,None,None,Shed,2010,83000
20,RL,77,9320,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,569,0,381,950,GasA,Fa,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,TA,6,Typ,0,0,0,0,Y,352,0,0,0,0,0,400,1,2010,WD,Normal,None,TA,TA,No,ALQ,Unf,None,None,None,None,None,None,None,Shed,2010,128950
20,RL,68,10603,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28,TA,TA,PConc,1200,0,410,1610,GasA,Gd,Y,SBrkr,1610,0,0,1610,1,0,2,0,3,1,Gd,6,Typ,2,1977,2,480,Y,168,68,0,0,0,0,0,2,2010,WD,Normal,None,TA,TA,Mn,ALQ,Unf,TA,Attchd,RFn,TA,TA,None,None,None,2010,205000
60,RL,77,9206,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336,Gd,TA,CBlock,0,0,741,741,GasA,TA,Y,SBrkr,977,755,0,1732,0,0,2,1,3,1,Gd,7,Typ,1,1985,2,476,Y,192,46,0,0,0,0,0,6,2010,WD,Normal,None,Gd,TA,No,Unf,Unf,TA,Attchd,Fin,TA,TA,None,None,None,2010,178000
90,RL,64,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Fa,Slab,0,0,0,0,GasA,TA,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,1979,2,410,Y,0,0,0,0,0,0,0,6,2009,WD,Alloca,None,None,None,None,None,None,None,Attchd,Unf,TA,TA,None,None,None,2009,118964
